date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:59:36	147/147	---MCZ	200	added ('OK')	text/plain	date:Sun,%2011%20Dec%202022%2022:15:19%20GMT	https://www.sliderrevolution.com/robots.txt		(from )
00:59:39	251053/251053	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Dec%202022%2009:43:47%20GMT	https://www.sliderrevolution.com/templates/app-studio-website/	F:/web%20projects/services/services/www.sliderrevolution.com/templates/app-studio-website/index.html	(from )
00:59:39	166/166	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Sep%202020%2012:12:57%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/04/overviewlarge.png	F:/web%20projects/services/services/www.sliderrevolution.com/wp-content/uploads/2020/04/overviewlarge.png	(from https://www.sliderrevolution.com/templates/app-studio-website/)
00:59:39	215/215	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Sep%202020%2012:12:56%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/04/closerlarge.png	F:/web%20projects/services/services/www.sliderrevolution.com/wp-content/uploads/2020/04/closerlarge.png	(from https://www.sliderrevolution.com/templates/app-studio-website/)
00:59:40	373709/373709	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20Dec%202022%2009:37:36%20GMT	https://www.sliderrevolution.com/wp-content/cache/min/1/198324d6fd30163e39bddbb40c1355b0.css	F:/web%20projects/services/services/www.sliderrevolution.com/wp-content/cache/min/1/198324d6fd30163e39bddbb40c1355b0.css	(from https://www.sliderrevolution.com/templates/app-studio-website/)
00:59:40	12905/12905	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2012:13:30%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/04/app.jpg	F:/web%20projects/services/services/www.sliderrevolution.com/wp-content/uploads/2020/04/app.jpg	(from https://www.sliderrevolution.com/templates/app-studio-website/)
00:59:41	8465/8465	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Sep%202020%2012:26:40%20GMT	https://www.sliderrevolution.com/wp-content/uploads/2020/05/cookie_icon.png	F:/web%20projects/services/services/www.sliderrevolution.com/wp-content/uploads/2020/05/cookie_icon.png	(from https://www.sliderrevolution.com/templates/app-studio-website/)
00:59:41	263405/263405	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2007%20Dec%202022%2009:36:15%20GMT	https://www.sliderrevolution.com/wp-content/cache/min/1/wp-content/plugins/lordicon-interactive-icons/dist/element.js?ver=1670405775	F:/web%20projects/services/services/www.sliderrevolution.com/wp-content/cache/min/1/wp-content/plugins/lordicon-interactive-icons/dist/element946a.js	(from https://www.sliderrevolution.com/templates/app-studio-website/)
00:59:42	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2009%20Dec%202020%2010:36:50%20GMT	https://www.sliderrevolution.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	F:/web%20projects/services/services/www.sliderrevolution.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://www.sliderrevolution.com/templates/app-studio-website/)
00:59:42	89521/89521	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2020%20Jul%202021%2022:36:49%20GMT	https://www.sliderrevolution.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	F:/web%20projects/services/services/www.sliderrevolution.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://www.sliderrevolution.com/templates/app-studio-website/)
